household_id,division_id,my_needs_segment,persona,facts_seg,ecom_ind,rewards_engaged,email_flag,push_flag,sms_flag,pre_weekly_net_sales,channel_mix
1020939,2,Easy_Shopping,Convenience,Loyal,1,1,1,0,1,19.86,5.Email+SMS
1020941,4,Easy_Shopping,Convenience,Loyal,0,1,0,0,1,19.78,3.SMS-only
1020942,7,Easy_Shopping,Convenience,Lapsing,0,1,1,1,0,58.94,4.Email+Push
1020943,5,Easy_Shopping,Family,Loyal,0,0,1,0,0,8.42,1.Email-only
1020945,4,One_Stop_Low_Price,Premium,Loyal,0,0,1,1,1,42.61,7.Email+Push+SMS
1020946,3,Easy_Eating,Value,Lapsing,1,1,1,0,0,14.35,1.Email-only
1020947,5,One_Stop_Low_Price,Value,Loyal,0,0,1,1,0,23.85,4.Email+Push
1020948,1,Scratch_Foodies,Value,Occasional,0,1,1,0,1,16.56,5.Email+SMS
1020949,1,Easy_Shopping,Value,Occasional,0,0,1,1,0,27.15,4.Email+Push
1020950,8,Easy_Shopping,Convenience,Loyal,0,0,1,1,0,68.53,4.Email+Push
1020951,7,Healthy_Foodies,Value,Occasional,0,1,1,0,0,47.73,1.Email-only
1020953,1,Healthy_Foodies,Value,New,1,1,1,0,0,25.33,1.Email-only
1020954,2,One_Stop_Low_Price,Wellness,New,1,1,1,0,0,9.17,1.Email-only
1020955,7,Easy_Shopping,Family,Occasional,0,0,0,1,1,69.29,6.Push+SMS
1020956,1,Easy_Eating,Convenience,Loyal,1,0,1,1,1,95.13,7.Email+Push+SMS
1020957,3,Scratch_Foodies,Family,Loyal,0,1,0,1,0,44.5,2.Push-only
1020958,2,Easy_Shopping,Family,Occasional,0,0,1,1,0,104.71,4.Email+Push
1020959,7,Easy_Shopping,Wellness,Occasional,0,1,1,0,0,39.04,1.Email-only
1020961,2,Easy_Shopping,Convenience,Lapsing,1,1,0,1,1,86.94,6.Push+SMS
1020963,1,Easy_Eating,Premium,New,1,1,1,1,1,312.4,7.Email+Push+SMS
1020964,5,Chasing_Price,Premium,Loyal,0,1,1,0,0,75.35,1.Email-only
1020965,4,Easy_Eating,Convenience,Occasional,1,1,1,0,0,29.52,1.Email-only
1020966,4,Chasing_Price,Convenience,Lapsing,0,1,1,0,0,25.28,1.Email-only
1020967,3,Easy_Shopping,Premium,Occasional,0,1,1,1,0,143.3,4.Email+Push
1020969,1,Chasing_Price,Value,Lapsing,1,0,1,0,0,48.12,1.Email-only
1020970,7,One_Stop_Low_Price,Value,Loyal,0,0,1,0,0,21.77,1.Email-only
1020971,3,One_Stop_Low_Price,Wellness,Loyal,0,1,1,0,0,47.02,1.Email-only
1020972,3,Scratch_Foodies,Convenience,Occasional,0,1,1,0,1,31.45,5.Email+SMS
1020973,3,Chasing_Price,Convenience,Loyal,0,1,0,1,0,12.89,2.Push-only
1020974,8,Easy_Eating,Convenience,Loyal,1,1,1,0,0,20.65,1.Email-only
1020975,6,Easy_Shopping,Premium,Lapsing,0,1,1,1,0,100.3,4.Email+Push
1020976,1,Easy_Shopping,Wellness,Occasional,1,1,1,0,0,12.06,1.Email-only
1020977,4,Chasing_Price,Value,Occasional,0,1,1,1,0,25.79,4.Email+Push
1020978,3,One_Stop_Low_Price,Wellness,Loyal,1,1,1,0,0,57.72,1.Email-only
1020979,6,Easy_Eating,Family,Loyal,1,1,0,1,1,133.15,6.Push+SMS
1020981,5,One_Stop_Low_Price,Value,Loyal,1,0,1,0,0,8.87,1.Email-only
1020982,6,Easy_Shopping,Premium,Occasional,0,1,0,0,1,58.91,3.SMS-only
1020983,3,One_Stop_Low_Price,Wellness,Occasional,0,0,1,0,0,21.39,1.Email-only
1020984,2,Easy_Eating,Value,Occasional,0,1,1,0,0,65.42,1.Email-only
1020985,4,Healthy_Foodies,Family,Loyal,0,0,1,1,0,116.21,4.Email+Push
1020986,5,Easy_Eating,Wellness,Lapsing,1,1,1,0,1,129.13,5.Email+SMS
1020988,3,Easy_Eating,Premium,New,1,1,1,1,1,137.76,7.Email+Push+SMS
1020989,1,Easy_Eating,Convenience,Loyal,0,0,1,0,0,101.15,1.Email-only
1020990,2,Easy_Eating,Value,Loyal,0,1,1,1,0,36.67,4.Email+Push
1020991,7,Easy_Shopping,Value,Loyal,0,0,1,1,0,42.78,4.Email+Push
1020992,1,Healthy_Foodies,Convenience,New,1,1,0,1,0,54.35,2.Push-only
1020994,2,Easy_Shopping,Premium,Lapsing,0,0,1,0,1,18.32,5.Email+SMS
1020995,4,Easy_Shopping,Convenience,Occasional,0,0,1,0,0,62.16,1.Email-only
1020996,7,One_Stop_Low_Price,Convenience,Lapsing,0,1,1,0,0,70.95,1.Email-only
1020997,5,Easy_Shopping,Premium,Loyal,1,1,1,0,0,446.31,1.Email-only
1020998,6,Easy_Shopping,Value,Lapsing,1,1,1,0,0,35.49,1.Email-only
1020999,2,Easy_Eating,Value,Lapsing,0,1,1,0,0,50.27,1.Email-only
1021000,2,Easy_Eating,Convenience,Occasional,0,1,1,0,0,82.69,1.Email-only
1021001,5,Easy_Shopping,Convenience,Loyal,1,1,1,0,0,40.62,1.Email-only
1021002,5,Scratch_Foodies,Value,Lapsing,0,0,0,1,0,21.03,2.Push-only
1021003,5,Easy_Shopping,Value,New,0,0,1,1,0,36.22,4.Email+Push
1021004,5,One_Stop_Low_Price,Wellness,Loyal,0,1,1,1,0,20.14,4.Email+Push
1021005,2,One_Stop_Low_Price,Convenience,New,1,1,1,1,1,33.19,7.Email+Push+SMS
1021006,2,One_Stop_Low_Price,Convenience,Loyal,0,0,1,0,0,10.79,1.Email-only
1021007,7,Easy_Shopping,Convenience,Loyal,0,0,1,0,0,174.19,1.Email-only
1021008,4,One_Stop_Low_Price,Convenience,Loyal,0,0,1,1,0,35.38,4.Email+Push
1021009,5,Easy_Shopping,Family,Loyal,0,0,1,1,1,59.45,7.Email+Push+SMS
1021010,4,Chasing_Price,Value,Loyal,0,1,1,0,0,39.02,1.Email-only
1021011,7,Easy_Eating,Family,Occasional,1,0,1,0,0,132.56,1.Email-only
1021012,6,One_Stop_Low_Price,Value,New,0,1,1,1,0,9.13,4.Email+Push
1021013,2,Healthy_Foodies,Value,Occasional,0,0,1,0,0,45.39,1.Email-only
1021014,7,Easy_Eating,Family,Lapsing,0,1,1,1,0,33.76,4.Email+Push
1021015,2,Easy_Shopping,Wellness,New,0,0,1,0,1,64.45,5.Email+SMS
1021016,3,Healthy_Foodies,Convenience,New,0,0,0,1,1,37.65,6.Push+SMS
1021017,6,Chasing_Price,Family,Lapsing,0,1,1,1,1,38.89,7.Email+Push+SMS
1021018,2,One_Stop_Low_Price,Convenience,Loyal,1,1,1,0,0,55.54,1.Email-only
1021020,5,Easy_Eating,Value,Loyal,1,0,0,1,1,8.3,6.Push+SMS
1021021,8,Easy_Eating,Premium,Occasional,0,0,1,1,0,13.31,4.Email+Push
1021022,1,Chasing_Price,Value,Lapsing,1,1,1,0,0,18.63,1.Email-only
1021023,5,Easy_Eating,Convenience,Loyal,0,0,1,0,0,142.47,1.Email-only
1021024,3,Easy_Eating,Family,Lapsing,0,0,1,1,0,40.96,4.Email+Push
1021025,3,Healthy_Foodies,Value,Loyal,0,1,1,0,0,46.27,1.Email-only
1021027,4,Scratch_Foodies,Value,Occasional,1,0,1,0,0,23.91,1.Email-only
1021029,5,Chasing_Price,Value,Lapsing,0,1,1,0,1,29.08,5.Email+SMS
1021030,8,Scratch_Foodies,Convenience,Lapsing,0,1,1,1,1,89.58,7.Email+Push+SMS
1021032,1,Healthy_Foodies,Wellness,Occasional,0,1,1,1,0,16.22,4.Email+Push
1021033,5,Healthy_Foodies,Family,Occasional,0,0,0,1,0,35.85,2.Push-only
1021034,4,One_Stop_Low_Price,Family,Lapsing,0,0,1,0,0,34.54,1.Email-only
1021035,1,Easy_Eating,Convenience,Occasional,1,1,1,1,0,27.28,4.Email+Push
1021036,4,Easy_Shopping,Value,New,0,0,1,1,0,19.98,4.Email+Push
1021037,5,Easy_Shopping,Family,Occasional,1,1,0,1,0,88.41,2.Push-only
1021038,1,Chasing_Price,Convenience,Occasional,1,0,1,1,0,53.26,4.Email+Push
1021039,3,Scratch_Foodies,Convenience,Occasional,0,0,0,0,1,49.0,3.SMS-only
1021040,4,Easy_Eating,Value,Loyal,0,0,1,1,0,37.2,4.Email+Push
1021041,3,Easy_Eating,Family,Occasional,0,1,1,0,0,74.44,1.Email-only
1021042,7,Easy_Shopping,Convenience,Occasional,1,1,1,0,0,72.5,1.Email-only
1021043,1,Healthy_Foodies,Value,Loyal,0,0,1,0,0,32.34,1.Email-only
1021044,5,Scratch_Foodies,Value,Occasional,1,1,0,1,0,100.3,2.Push-only
1021045,5,Chasing_Price,Value,New,0,1,1,0,0,40.5,1.Email-only
1021046,3,Easy_Eating,Value,New,1,1,0,1,1,10.18,6.Push+SMS
1021047,3,Healthy_Foodies,Family,Lapsing,0,0,1,0,0,127.98,1.Email-only
1021048,1,Easy_Shopping,Convenience,Loyal,0,0,1,1,1,81.77,7.Email+Push+SMS
1021049,1,One_Stop_Low_Price,Family,Occasional,1,1,1,1,0,48.73,4.Email+Push
1021050,3,Healthy_Foodies,Wellness,Occasional,0,0,1,0,0,59.75,1.Email-only
1021051,2,Easy_Eating,Convenience,Loyal,0,1,1,1,1,58.2,7.Email+Push+SMS
1021052,6,Easy_Shopping,Value,Loyal,0,1,1,0,1,39.09,5.Email+SMS
1021053,4,Chasing_Price,Convenience,Lapsing,1,1,1,0,0,68.31,1.Email-only
1021054,1,Scratch_Foodies,Value,Lapsing,1,0,1,1,1,22.69,7.Email+Push+SMS
1021055,2,Chasing_Price,Family,Loyal,0,1,1,0,0,41.79,1.Email-only
1021056,6,Healthy_Foodies,Value,Lapsing,0,1,1,0,1,17.21,5.Email+SMS
1021057,2,Chasing_Price,Convenience,New,0,1,1,1,0,18.19,4.Email+Push
1021058,5,Scratch_Foodies,Convenience,New,0,1,1,0,0,109.39,1.Email-only
1021059,1,Healthy_Foodies,Family,New,0,1,0,0,1,28.49,3.SMS-only
1021060,7,Chasing_Price,Convenience,New,0,1,1,0,0,6.67,1.Email-only
1021061,3,Healthy_Foodies,Wellness,Occasional,0,0,1,0,0,17.46,1.Email-only
1021062,3,Easy_Eating,Convenience,Occasional,0,0,1,0,1,28.6,5.Email+SMS
1021063,4,Easy_Eating,Convenience,Occasional,0,0,1,0,0,42.28,1.Email-only
1021064,2,Scratch_Foodies,Value,Loyal,0,1,0,1,0,75.33,2.Push-only
1021065,5,One_Stop_Low_Price,Family,Loyal,1,1,1,0,0,37.98,1.Email-only
1021066,1,Easy_Shopping,Family,Occasional,1,1,1,1,0,73.65,4.Email+Push
1021067,1,Chasing_Price,Convenience,New,0,1,1,0,0,47.49,1.Email-only
1021068,1,Easy_Shopping,Premium,New,1,1,1,0,0,56.98,1.Email-only
1021069,4,Easy_Eating,Value,Loyal,1,1,1,1,0,107.48,4.Email+Push
1021070,7,Easy_Eating,Wellness,Loyal,0,1,0,1,0,113.33,2.Push-only
1021072,6,Easy_Shopping,Convenience,Lapsing,0,1,0,0,1,46.49,3.SMS-only
1021073,6,Chasing_Price,Convenience,Loyal,1,0,1,1,0,93.35,4.Email+Push
1021074,1,Easy_Eating,Wellness,Occasional,1,1,1,1,0,3.18,4.Email+Push
1021075,1,Chasing_Price,Wellness,Loyal,0,1,1,0,0,25.26,1.Email-only
1021076,2,One_Stop_Low_Price,Value,Occasional,1,0,1,1,1,22.75,7.Email+Push+SMS
1021077,1,Chasing_Price,Convenience,Lapsing,0,1,1,0,0,66.65,1.Email-only
1021078,5,Chasing_Price,Family,New,0,0,1,1,0,47.48,4.Email+Push
1021079,3,Healthy_Foodies,Convenience,Loyal,0,1,1,1,0,63.15,4.Email+Push
1021080,3,Easy_Eating,Wellness,New,0,0,1,0,0,50.18,1.Email-only
1021081,5,Easy_Eating,Wellness,Lapsing,1,0,0,1,1,247.16,6.Push+SMS
1021082,2,Healthy_Foodies,Value,Occasional,0,0,1,0,0,14.69,1.Email-only
1021083,6,Chasing_Price,Premium,Occasional,0,1,1,1,0,18.36,4.Email+Push
1021084,4,One_Stop_Low_Price,Convenience,New,0,1,1,0,0,9.74,1.Email-only
1021085,2,Healthy_Foodies,Value,Loyal,0,1,1,1,1,89.56,7.Email+Push+SMS
1021086,3,Healthy_Foodies,Value,Lapsing,1,1,0,1,0,102.23,2.Push-only
1021087,2,Healthy_Foodies,Premium,New,1,0,1,0,1,34.74,5.Email+SMS
1021088,8,Easy_Eating,Family,Occasional,1,1,0,1,0,4.65,2.Push-only
1021089,3,Chasing_Price,Value,Occasional,0,0,1,1,0,61.86,4.Email+Push
1021090,7,Easy_Shopping,Value,Occasional,0,1,1,1,0,130.35,4.Email+Push
1021091,8,Easy_Shopping,Convenience,Occasional,0,1,1,0,0,16.69,1.Email-only
1021092,3,Easy_Eating,Convenience,New,0,1,1,0,0,13.98,1.Email-only
1021093,5,Scratch_Foodies,Family,Loyal,0,0,1,0,1,316.9,5.Email+SMS
1021094,4,Healthy_Foodies,Convenience,Loyal,0,0,1,1,0,38.64,4.Email+Push
1021095,1,Easy_Eating,Convenience,Lapsing,0,1,0,1,0,66.33,2.Push-only
1021096,7,One_Stop_Low_Price,Family,Occasional,1,1,1,1,0,60.54,4.Email+Push
1021097,3,Scratch_Foodies,Family,Lapsing,0,1,1,1,1,45.99,7.Email+Push+SMS
1021098,7,Healthy_Foodies,Family,Occasional,0,0,1,1,0,67.9,4.Email+Push
1021099,4,Easy_Shopping,Convenience,Occasional,0,1,1,1,0,184.84,4.Email+Push
1021100,1,Easy_Shopping,Value,Lapsing,0,0,1,0,0,378.88,1.Email-only
1021101,3,One_Stop_Low_Price,Value,Lapsing,1,0,1,0,0,7.18,1.Email-only
1021102,1,Easy_Eating,Convenience,Lapsing,1,1,1,0,0,56.46,1.Email-only
1021103,1,Easy_Eating,Convenience,Loyal,0,1,1,0,0,48.13,1.Email-only
1021104,5,Easy_Shopping,Wellness,Loyal,0,1,1,1,0,72.9,4.Email+Push
1021105,1,Easy_Eating,Convenience,New,0,1,1,1,0,36.69,4.Email+Push
1021106,8,Scratch_Foodies,Value,Occasional,0,0,1,0,1,28.08,5.Email+SMS
1021107,3,Easy_Eating,Convenience,New,0,0,1,0,1,11.5,5.Email+SMS
1021108,3,Scratch_Foodies,Wellness,Loyal,0,1,1,1,0,118.16,4.Email+Push
1021109,2,Easy_Eating,Convenience,Loyal,1,1,1,1,0,62.76,4.Email+Push
1021110,1,Easy_Shopping,Convenience,Occasional,1,1,1,1,0,43.07,4.Email+Push
1021111,4,Easy_Eating,Convenience,Occasional,0,0,1,0,0,29.88,1.Email-only
1021112,2,Easy_Eating,Family,Occasional,1,1,1,1,0,196.16,4.Email+Push
1021113,4,Easy_Eating,Premium,New,0,1,1,0,0,125.13,1.Email-only
1021114,4,Easy_Shopping,Wellness,Loyal,1,0,1,0,0,35.5,1.Email-only
1021115,2,Easy_Eating,Convenience,Occasional,0,0,1,1,1,311.83,7.Email+Push+SMS
1021116,3,Healthy_Foodies,Convenience,Loyal,1,1,1,0,1,12.81,5.Email+SMS
1021117,2,One_Stop_Low_Price,Value,Lapsing,0,1,1,0,0,70.22,1.Email-only
1021118,2,Healthy_Foodies,Family,Loyal,1,1,1,0,0,480.9,1.Email-only
1021119,5,Easy_Eating,Premium,Loyal,0,0,1,1,0,112.01,4.Email+Push
1021120,1,Easy_Shopping,Convenience,Occasional,1,0,0,0,1,18.05,3.SMS-only
1021121,2,Easy_Eating,Family,Occasional,0,1,1,0,1,30.1,5.Email+SMS
1021122,3,Easy_Shopping,Wellness,Occasional,0,1,0,0,1,49.13,3.SMS-only
1021123,3,Chasing_Price,Wellness,Loyal,0,1,1,1,1,86.74,7.Email+Push+SMS
1021124,7,One_Stop_Low_Price,Convenience,Loyal,0,1,1,1,1,398.32,7.Email+Push+SMS
1021125,6,Easy_Eating,Value,Loyal,0,0,1,0,1,18.23,5.Email+SMS
1021126,5,Chasing_Price,Convenience,Lapsing,0,1,1,1,0,29.18,4.Email+Push
1021127,3,Scratch_Foodies,Convenience,New,0,0,1,1,0,27.4,4.Email+Push
1021128,3,Easy_Shopping,Value,Loyal,0,0,1,0,0,28.7,1.Email-only
1021129,1,Easy_Eating,Convenience,Loyal,0,0,1,1,0,37.24,4.Email+Push
1021130,6,Easy_Eating,Convenience,Occasional,0,1,0,1,0,21.41,2.Push-only
1021131,3,Chasing_Price,Value,Loyal,0,1,1,0,1,61.37,5.Email+SMS
1021132,2,Chasing_Price,Value,Loyal,1,1,1,1,1,127.86,7.Email+Push+SMS
1021133,4,Easy_Eating,Family,Loyal,0,0,1,0,0,47.75,1.Email-only
1021134,5,Scratch_Foodies,Convenience,Occasional,0,1,1,0,0,133.54,1.Email-only
1021135,3,Easy_Eating,Family,New,0,1,1,0,1,91.05,5.Email+SMS
1021136,1,One_Stop_Low_Price,Family,Loyal,1,1,1,0,0,72.11,1.Email-only
1021137,7,Easy_Shopping,Convenience,Lapsing,0,1,1,1,1,12.85,7.Email+Push+SMS
1021138,1,Easy_Shopping,Value,Loyal,0,1,1,0,1,194.45,5.Email+SMS
1021139,8,Easy_Shopping,Wellness,Occasional,0,1,0,0,1,33.79,3.SMS-only
1021140,3,Easy_Eating,Wellness,Loyal,0,1,0,1,0,38.13,2.Push-only
1021141,7,Healthy_Foodies,Convenience,Lapsing,0,1,1,1,0,39.69,4.Email+Push
1021143,3,One_Stop_Low_Price,Convenience,Occasional,1,1,1,1,0,53.83,4.Email+Push
1021144,6,Easy_Eating,Value,New,0,1,1,0,0,16.64,1.Email-only
1021145,1,One_Stop_Low_Price,Family,Occasional,1,0,1,1,0,45.2,4.Email+Push
1021146,1,Healthy_Foodies,Family,Loyal,0,1,1,0,0,319.83,1.Email-only
1021147,2,Easy_Shopping,Convenience,New,0,1,0,1,1,36.76,6.Push+SMS
1021148,4,One_Stop_Low_Price,Convenience,Occasional,1,1,0,1,0,108.67,2.Push-only
1021149,1,Easy_Eating,Family,Loyal,0,0,1,0,1,220.12,5.Email+SMS
1021150,3,Easy_Eating,Family,Occasional,1,1,1,0,0,119.48,1.Email-only
1021151,8,Chasing_Price,Family,Lapsing,0,1,1,1,0,13.72,4.Email+Push
1021152,6,Easy_Shopping,Wellness,New,1,0,1,0,0,46.82,1.Email-only
1021153,2,Chasing_Price,Convenience,Loyal,0,0,1,1,1,25.24,7.Email+Push+SMS
1021154,3,Easy_Shopping,Convenience,Occasional,1,1,1,1,0,12.01,4.Email+Push
1021155,1,One_Stop_Low_Price,Wellness,New,0,1,1,1,1,20.86,7.Email+Push+SMS
1021157,7,One_Stop_Low_Price,Family,Loyal,1,1,1,0,0,41.34,1.Email-only
1021158,8,Easy_Eating,Convenience,Occasional,0,0,1,0,0,18.42,1.Email-only
1021159,2,One_Stop_Low_Price,Value,Lapsing,0,0,1,0,0,64.3,1.Email-only
1021160,2,Scratch_Foodies,Wellness,Lapsing,1,0,1,0,1,52.26,5.Email+SMS
1021161,3,Scratch_Foodies,Family,New,0,0,0,0,1,161.92,3.SMS-only
1021162,3,Scratch_Foodies,Family,Occasional,1,1,0,0,1,149.54,3.SMS-only
1021163,1,Easy_Eating,Value,Lapsing,1,1,1,0,0,26.92,1.Email-only
1021164,1,Easy_Shopping,Convenience,Loyal,0,1,1,0,1,218.55,5.Email+SMS
1021165,3,Healthy_Foodies,Wellness,Loyal,0,1,1,0,0,88.6,1.Email-only
1021167,6,Chasing_Price,Wellness,New,1,1,1,0,0,20.32,1.Email-only
1021168,5,Easy_Shopping,Convenience,Lapsing,0,1,1,0,0,43.6,1.Email-only
1021169,3,Easy_Shopping,Wellness,Loyal,0,1,1,0,1,44.3,5.Email+SMS
1021170,3,Easy_Shopping,Convenience,Occasional,0,0,1,0,0,36.47,1.Email-only
1021172,1,Healthy_Foodies,Convenience,Loyal,0,0,1,0,0,27.9,1.Email-only
1021173,7,Scratch_Foodies,Value,Lapsing,0,1,1,0,1,26.43,5.Email+SMS
1021175,7,Chasing_Price,Value,Occasional,0,0,0,1,0,18.41,2.Push-only
1021176,1,Easy_Eating,Value,Occasional,0,0,1,1,0,11.17,4.Email+Push
1021177,6,Scratch_Foodies,Convenience,Lapsing,0,0,1,0,1,81.85,5.Email+SMS
1021178,1,Easy_Eating,Convenience,Occasional,0,1,0,1,0,46.75,2.Push-only
1021179,6,One_Stop_Low_Price,Wellness,Loyal,0,0,1,1,0,9.75,4.Email+Push
1021180,4,Chasing_Price,Value,Occasional,0,1,1,0,0,21.77,1.Email-only
1021181,1,Easy_Shopping,Family,Loyal,1,1,1,0,0,111.31,1.Email-only
1021182,5,Easy_Eating,Convenience,Occasional,0,0,1,1,1,36.6,7.Email+Push+SMS
1021183,1,Easy_Eating,Wellness,Lapsing,1,0,1,1,0,32.43,4.Email+Push
1021184,3,Easy_Eating,Convenience,Loyal,1,0,1,0,0,44.58,1.Email-only
1021185,2,Chasing_Price,Convenience,Loyal,1,0,1,0,0,17.41,1.Email-only
1021186,5,Easy_Shopping,Premium,Occasional,1,1,1,0,0,77.67,1.Email-only
1021187,6,Chasing_Price,Convenience,Lapsing,1,1,1,0,0,22.46,1.Email-only
1021188,3,Scratch_Foodies,Family,Occasional,0,1,1,1,1,27.09,7.Email+Push+SMS
1021189,5,Easy_Eating,Wellness,Loyal,1,0,1,1,0,88.67,4.Email+Push
1021190,7,One_Stop_Low_Price,Premium,Loyal,0,0,1,0,0,59.35,1.Email-only
1021191,5,Easy_Shopping,Family,Loyal,0,1,1,0,1,99.55,5.Email+SMS
1021193,3,Chasing_Price,Value,Loyal,1,0,1,1,0,8.57,4.Email+Push
1021194,2,Chasing_Price,Convenience,New,0,0,1,0,0,7.04,1.Email-only
1021195,3,Scratch_Foodies,Value,Occasional,1,1,0,1,0,87.85,2.Push-only
1021196,2,Healthy_Foodies,Value,Loyal,1,1,1,1,0,14.77,4.Email+Push
1021197,6,Easy_Shopping,Value,Loyal,0,0,1,1,0,17.37,4.Email+Push
1021198,4,Easy_Shopping,Premium,Loyal,0,1,1,1,0,163.28,4.Email+Push
1021199,4,One_Stop_Low_Price,Value,Occasional,1,0,1,1,1,165.65,7.Email+Push+SMS
1021201,1,Easy_Shopping,Convenience,Occasional,0,0,1,1,1,17.09,7.Email+Push+SMS
1021203,4,Healthy_Foodies,Convenience,Loyal,0,0,1,0,0,15.4,1.Email-only
1021204,7,Chasing_Price,Family,Loyal,0,0,1,0,1,11.48,5.Email+SMS
1021205,3,Healthy_Foodies,Family,Loyal,0,1,1,1,0,131.57,4.Email+Push
1021206,2,Chasing_Price,Value,Occasional,0,1,1,0,0,3.79,1.Email-only
1021207,5,Easy_Eating,Convenience,Occasional,0,1,1,1,0,6.49,4.Email+Push
1021208,5,Scratch_Foodies,Value,Loyal,1,0,1,1,0,5.16,4.Email+Push
1021209,1,Scratch_Foodies,Convenience,New,0,1,1,0,0,251.26,1.Email-only
1021210,5,Easy_Eating,Family,Occasional,0,0,1,0,0,42.26,1.Email-only
1021211,2,Easy_Eating,Value,Loyal,1,0,0,1,0,27.15,2.Push-only
1021213,1,Easy_Shopping,Family,New,0,0,0,1,0,29.49,2.Push-only
1021214,4,Easy_Shopping,Wellness,Occasional,1,0,1,0,1,26.27,5.Email+SMS
1021215,5,Easy_Eating,Value,Lapsing,0,0,1,1,0,19.64,4.Email+Push
1021216,2,Chasing_Price,Wellness,Occasional,0,0,1,0,0,3.38,1.Email-only
1021217,6,Easy_Eating,Convenience,Occasional,1,1,1,0,1,242.65,5.Email+SMS
1021218,5,Easy_Eating,Value,Lapsing,1,0,1,0,0,38.06,1.Email-only
1021219,3,Healthy_Foodies,Convenience,Loyal,1,1,1,0,1,42.49,5.Email+SMS
1021220,1,Easy_Shopping,Family,New,0,0,1,0,0,9.58,1.Email-only
1021221,2,Scratch_Foodies,Value,Loyal,1,0,1,1,0,28.82,4.Email+Push
1021223,8,Easy_Eating,Family,Lapsing,0,1,1,0,0,46.69,1.Email-only
1021224,6,Easy_Eating,Wellness,Loyal,0,1,1,0,0,44.62,1.Email-only
1021225,1,Chasing_Price,Convenience,Occasional,0,1,1,0,0,21.63,1.Email-only
1021226,3,Easy_Eating,Convenience,New,0,0,1,0,0,17.43,1.Email-only
1021227,2,Scratch_Foodies,Premium,New,1,0,1,1,0,166.57,4.Email+Push
1021228,1,Easy_Shopping,Wellness,Loyal,0,1,1,1,1,34.28,7.Email+Push+SMS
1021229,2,Easy_Shopping,Value,Occasional,0,1,1,0,0,24.44,1.Email-only
1021230,1,Healthy_Foodies,Value,Loyal,0,1,1,0,0,28.82,1.Email-only
1021231,2,Chasing_Price,Convenience,Lapsing,0,1,1,1,0,19.21,4.Email+Push
1021232,2,Healthy_Foodies,Wellness,Loyal,0,1,1,1,1,72.21,7.Email+Push+SMS
1021233,3,Chasing_Price,Family,New,1,1,0,1,0,8.09,2.Push-only
1021235,3,Easy_Eating,Convenience,Occasional,1,1,0,0,1,144.34,3.SMS-only
1021236,2,Easy_Eating,Premium,Occasional,1,0,1,0,0,15.36,1.Email-only
1021237,3,Easy_Shopping,Value,Occasional,0,0,0,1,0,27.9,2.Push-only
1021238,3,Scratch_Foodies,Value,Loyal,0,0,1,0,0,18.53,1.Email-only
1021239,8,One_Stop_Low_Price,Convenience,Occasional,0,1,1,0,0,81.73,1.Email-only
1021240,1,Easy_Shopping,Wellness,Occasional,0,1,0,1,0,13.98,2.Push-only
1021241,4,Scratch_Foodies,Value,Loyal,0,0,1,1,0,63.61,4.Email+Push
1021242,1,Healthy_Foodies,Value,Loyal,0,0,1,1,0,244.42,4.Email+Push
1021243,3,Scratch_Foodies,Convenience,Loyal,0,0,1,0,1,238.28,5.Email+SMS
1021244,4,Easy_Eating,Family,New,1,1,1,1,0,31.15,4.Email+Push
1021245,5,Chasing_Price,Wellness,Loyal,0,0,1,0,0,33.48,1.Email-only
1021247,3,Easy_Shopping,Wellness,New,1,0,1,1,1,164.55,7.Email+Push+SMS
1021248,2,Easy_Shopping,Value,Loyal,0,0,1,0,0,15.11,1.Email-only
1021249,5,Scratch_Foodies,Convenience,Lapsing,0,1,1,0,1,127.14,5.Email+SMS
1021251,3,One_Stop_Low_Price,Convenience,New,0,0,1,1,1,31.18,7.Email+Push+SMS
1021252,6,Healthy_Foodies,Convenience,Loyal,1,1,0,0,1,89.45,3.SMS-only
1021253,3,Easy_Eating,Value,Loyal,1,0,1,1,0,34.63,4.Email+Push
1021254,4,Healthy_Foodies,Wellness,New,0,1,1,1,0,125.18,4.Email+Push
1021256,1,Easy_Shopping,Value,Loyal,0,1,1,1,1,59.06,7.Email+Push+SMS
1021257,8,Easy_Eating,Value,Occasional,0,1,1,0,0,22.86,1.Email-only
1021258,1,Easy_Shopping,Value,Occasional,0,0,1,0,0,31.02,1.Email-only
1021259,2,One_Stop_Low_Price,Premium,Loyal,0,0,1,0,0,22.12,1.Email-only
1021260,3,Easy_Shopping,Value,Occasional,0,0,1,0,0,45.74,1.Email-only
1021261,2,Easy_Shopping,Value,Loyal,1,1,0,1,0,7.1,2.Push-only
1021263,1,Easy_Eating,Wellness,Occasional,0,0,1,1,0,69.99,4.Email+Push
1021264,3,Chasing_Price,Value,Occasional,0,0,0,1,1,6.28,6.Push+SMS
1021265,3,Healthy_Foodies,Value,Occasional,1,1,1,0,0,28.21,1.Email-only
1021266,6,Healthy_Foodies,Value,Lapsing,0,0,1,0,0,104.67,1.Email-only
1021267,2,Easy_Shopping,Premium,Loyal,0,1,1,0,1,18.74,5.Email+SMS
1021269,2,One_Stop_Low_Price,Convenience,Lapsing,1,1,1,1,0,16.99,4.Email+Push
1021271,7,Easy_Shopping,Wellness,Loyal,0,0,1,0,0,183.81,1.Email-only
